% data_file
@RELATION entity

@attribute Checked {Yes,No,Y,N}
@attribute Sentence string
@attribute Marked {Y,N}
@attribute By string
@attribute Speaker string
@attribute Party {R,D}
@attribute DebateId numeric
@attribute ID numeric
@attribute Id_1 numeric
@ATTRIBUTE entype_PERSON NUMERIC
@ATTRIBUTE entype_LOCATION NUMERIC
@ATTRIBUTE entype_ORGANIZATION NUMERIC
@ATTRIBUTE entype_MISC NUMERIC
@ATTRIBUTE entype_MONEY NUMERIC
@ATTRIBUTE entype_NUMBER NUMERIC
@ATTRIBUTE entype_ORDINAL NUMERIC
@ATTRIBUTE entype_PERCENT NUMERIC
@ATTRIBUTE entype_DATE NUMERIC
@ATTRIBUTE entype_TIME NUMERIC
@ATTRIBUTE entype_DURATION NUMERIC
@ATTRIBUTE entype_SET NUMERIC
@ATTRIBUTE class_label_1 {0, 1}

@DATA
No,'We didn\'t even get four hostages out.',?,None,HUCKABEE,R,8,609,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'We got nothing, and Iran gets everything they want.',?,None,HUCKABEE,R,8,609,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'We said we would have anywhere, anytime negotiations and inspections, we gave that up.',?,None,HUCKABEE,R,8,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We said that we would make sure that they didn\'t have any nuclear capacity, we gave that up.',?,None,HUCKABEE,R,8,610,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The president can\'t tell you what we got.',?,None,HUCKABEE,R,8,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'ll tell you what the world got.',?,None,HUCKABEE,R,8,611,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The world has a burgeoning nuclear power that didn\'t, as the Soviets, say \"we might defend ourselves in a war.\"',?,None,HUCKABEE,R,8,611,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'What the Iranians have said is, \"we will wipe Israel off the face of the map, and we will bring death to America.\"',?,None,HUCKABEE,R,8,612,0,0,2,0,1,0,0,0,0,0,0,0,0,0
No,'When someone points a gun at your head and loads it, by God, you ought to take them seriously, and we need to take that seriously.',?,None,HUCKABEE,R,8,612,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, Megyn, first of all, I\'m not sure that that\'s a correct assessment of my record.',?,None,RUBIO,R,8,617,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No,'I would go on to add that I believe all--',?,None,RUBIO,R,8,617,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'I have never said that.',Y,politifact.com,RUBIO,R,8,619,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yes,'And I have never advocated that.',Y,politifact.com,RUBIO,R,8,619,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Yes,'What I have advocated is that we pass law in this country that says all human life at every stage of its development is worthy of protection.',N,politifact.com,RUBIO,R,8,619,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'In fact, I think that law already exists.',?,None,RUBIO,R,8,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It is called the Constitution of the United States.',?,None,RUBIO,R,8,620,1,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'And let me go further.',?,None,RUBIO,R,8,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I believe that every single human being is entitled to the protection of our laws, whether they can vote or not.',?,None,RUBIO,R,8,622,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Whether they can speak or not.',?,None,RUBIO,R,8,622,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Whether they can hire a lawyer or not.',?,None,RUBIO,R,8,622,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Whether they have a birth certificate or not.',?,None,RUBIO,R,8,622,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I think future generations will look back at this history of our country and call us barbarians for murdering millions of babies who we never gave them a chance to live.',?,None,RUBIO,R,8,622,5,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'I don\'t think they like me very much.',?,None,TRUMP,R,8,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'ll tell you what.',?,None,TRUMP,R,8,625,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'ve evolved on many issues over the years.',?,None,TRUMP,R,8,625,2,0,0,0,0,0,0,0,0,0,0,2,0,0
No,'And you know who else has?',?,None,TRUMP,R,8,625,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Is Ronald Reagan evolved on many issues.',?,None,TRUMP,R,8,625,4,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I am pro-life.',?,None,TRUMP,R,8,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And if you look at the question, I was in business.',?,None,TRUMP,R,8,626,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They asked me a question as to pro-life or choice.',?,None,TRUMP,R,8,626,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I said if you let it run, that I hate the concept of abortion.',?,None,TRUMP,R,8,626,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I hate the concept of abortion.',?,None,TRUMP,R,8,626,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And then since then, I\'ve very much evolved.',?,None,TRUMP,R,8,626,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And what happened is friends of mine years ago were going to have a child, and it was going to be aborted.',?,None,TRUMP,R,8,627,0,0,0,0,0,0,0,0,0,2,0,0,0,0
No,'And it wasn\'t aborted.',?,None,TRUMP,R,8,627,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And that child today is a total superstar, a great, great child.',?,None,TRUMP,R,8,627,2,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'And I saw that.',?,None,TRUMP,R,8,627,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I saw other instances.',?,None,TRUMP,R,8,627,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I am very, very proud to say that I am pro-life.',?,None,TRUMP,R,8,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'As far as being a Republican is concerned, I come from a place, New York City, which is virtually, I mean, it is almost exclusively Democrat.',?,None,TRUMP,R,8,629,0,0,3,0,2,0,0,0,0,0,0,0,0,0
No,'And I have really started to see some of the negatives -- as an example, and I have a lot of liking for this man, but the last number of months of his brother\'s administration were a catastrophe.',?,None,TRUMP,R,8,629,1,0,0,0,0,0,0,0,0,0,0,1,0,0
No,'And unfortunately, those few months gave us President Obama.',?,None,TRUMP,R,8,629,2,1,0,0,0,0,0,0,0,0,0,2,0,0
No,'And you can\'t be happy about that.',?,None,TRUMP,R,8,629,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'None of which is true.',?,None,BUSH,R,8,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,No.,?,None,BUSH,R,8,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It\'s not true.',?,None,BUSH,R,8,634,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But I have said that Mr. Trump\'s language is divisive.',?,None,BUSH,R,8,634,2,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'I want to win.',?,None,BUSH,R,8,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I want one of these people here or the ones at 5:00, to be the next president of the United States.',?,None,BUSH,R,8,635,1,0,2,0,0,0,1,0,0,0,1,0,0,0
No,'We\'re not going on win by doing what Barack Obama and Hillary Clinton do each and every day.',?,None,BUSH,R,8,636,0,4,0,0,0,0,0,0,0,0,0,0,2,0
No,'Dividing the country.',?,None,BUSH,R,8,636,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Saying, creating a grievance kind of environment.',?,None,BUSH,R,8,636,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re going to win when we unite people with a hopeful, optimistic message.',?,None,BUSH,R,8,636,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I have that message because I was a governor of a state that saw people lifted up, because we had high sustained economic growth.',?,None,BUSH,R,8,636,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Our economy grew at double the rate of the nation.',?,None,BUSH,R,8,636,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We created 1.3 million jobs.',?,None,BUSH,R,8,636,6,0,0,0,0,0,2,0,0,0,0,0,0,0
No,'We led the nation seven out of those eight years.',?,None,BUSH,R,8,636,7,0,0,0,0,0,1,0,0,0,0,2,0,0
No,'We were only one of two states that went to AAA bond rating.',?,None,BUSH,R,8,636,8,0,0,0,0,0,2,0,0,0,0,0,0,0
No,'I cut taxes, $19 billion.',?,None,BUSH,R,8,636,9,0,0,0,0,3,0,0,0,0,0,0,0,0
No,'If you do that and apply conservative principles the right way, you create an environment where everybody rises up.',?,None,BUSH,R,8,636,10,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s how we\'re going to win.',?,None,BUSH,R,8,636,11,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Campaigning in places to give people hope that their life is better because too many people are suffering today in America.',?,None,BUSH,R,8,636,12,0,1,0,0,0,0,0,0,1,0,0,0,0
No,'First of all, Jeb, I am very happy that you denied that, and I appreciate that very much.',?,None,TRUMP,R,8,638,0,1,0,0,0,0,0,1,0,0,0,0,0,0
No,'He is a true gentleman.',?,None,TRUMP,R,8,638,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'He really is.',?,None,TRUMP,R,8,638,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'One thing he did say, and I mean that.',?,None,TRUMP,R,8,639,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'The one thing he did say about me, however, was my tone.',?,None,TRUMP,R,8,639,1,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'And I also understand that.',?,None,TRUMP,R,8,639,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But when you have people that are cutting Christians\' heads off, when you have a world that the border and at so many places, that it is medieval times, we\'ve never -- it almost has to be as bad as it ever was in terms of the violence and the horror, we don\'t have time for tone.',?,None,TRUMP,R,8,639,3,0,0,0,1,0,0,0,0,1,0,0,0,0
No,'We have to go out and get the job done.',?,None,TRUMP,R,8,639,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, look, I\'m an old-fashioned person here, and I happen to believe in traditional marriage.',?,None,KASICH,R,8,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But I\'ve also said the court has ruled --',?,None,KASICH,R,8,642,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Wait, Megyn, the court has ruled, and I said we\'ll accept it.',?,None,KASICH,R,8,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And guess what, I just went to a wedding of a friend of mine who happens to be gay.',?,None,KASICH,R,8,644,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Because somebody doesn\'t think the way I do, doesn\'t mean that I can\'t care about them or can\'t love them.',?,None,KASICH,R,8,644,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'So if one of my daughters happened to be that, of course I would love them and I would accept them.',?,None,KASICH,R,8,644,3,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'Because you know what?',?,None,KASICH,R,8,644,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s what we\'re taught when we have strong faith.',?,None,KASICH,R,8,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'So the issues like that, issues like that are planted to divide us.',?,None,KASICH,R,8,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I think the simple fact of the matter is, and this is where I would agree with Jeb, and I\'ve been saying it all along, we need to give everybody a chance, treat everybody with respect, and let them share in this great American dream that we have, Megan.',?,None,KASICH,R,8,648,1,2,0,0,1,0,0,0,0,0,0,0,0,0
No,'So, look, I\'m going to love my daughters, I\'m going to love them no matter what they do.',?,None,KASICH,R,8,648,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Because, you know what, God gives me unconditional love.',?,None,KASICH,R,8,648,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m going to give it to my family and my friends and the people around me.',?,None,KASICH,R,8,648,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Look, I don\'t want my marriage or my guns registered in Washington.',?,None,PAUL,R,8,650,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'And if people have an opinion, it\'s a religious opinion that is heartly felt, obviously they should be allowed to practice that and no government should interfere with them.',?,None,PAUL,R,8,650,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'One of the things, one of the things that really got to me was the thing in Houston where you had the government, the mayor actually, trying to get the sermons of ministers.',?,None,PAUL,R,8,650,2,0,1,0,0,0,2,0,0,0,0,0,0,0
No,'When the government tries to invade the church to enforce its own opinion on marriage, that\'s when it\'s time to resist.',?,None,PAUL,R,8,650,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, I think the most important thing we can do when it comes to policing -- it\'s something you\'ve had a guest on who\'s a friend of mine Milwaukee County Sheriff David Clark, who\'s talked to me about this many times in the past -- it\'s about training.',?,None,WALKER,R,8,652,0,2,2,0,0,0,0,0,0,2,0,0,0,0
No,'It\'s about making sure that law enforcement professionals, not only in the way in to their positions but all the way through their time, have the proper training, particularly when it comes to the use of force.',?,None,WALKER,R,8,652,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And that we protect and stand up and support those men and women who are doing their jobs in law enforcement.',?,None,WALKER,R,8,652,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And for the very few that don\'t, that there are consequences to show that we treat everyone the same here in America.',?,None,WALKER,R,8,652,3,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'I would be so different from what you have right now.',?,None,TRUMP,R,8,659,0,0,0,0,0,0,0,0,0,2,0,0,0,0
No,'Like, the polar opposite.',?,None,TRUMP,R,8,659,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We have a president who doesn\'t have a clue.',?,None,TRUMP,R,8,659,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I would say he\'s incompetent, but I don\'t want to do that because that\'s not nice.',?,None,TRUMP,R,8,659,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But if you look at the deals we make, whether it\'s the nuclear deal with 24 hour periods -- and by the way, before you get to the 24 hours, you have to go through a system.',?,None,TRUMP,R,8,661,0,0,0,0,0,0,0,0,0,0,0,5,0,0
No,'You look at Sgt.',?,None,TRUMP,R,8,661,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Bergdahl, we get Bergdahl, a traitor, and they get five of the big, great killers leaders that they want.',?,None,TRUMP,R,8,661,2,2,0,0,0,0,1,0,0,0,0,0,0,0
No,'We have people in Washington that don\'t know what they\'re doing.',?,None,TRUMP,R,8,661,3,0,1,0,0,0,0,0,0,0,0,0,0,0
No,Now...,?,None,TRUMP,R,8,661,4,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'I agree.',?,None,TRUMP,R,8,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Now, with Iran, we\'re making a deal, you would say, we want him.',?,None,TRUMP,R,8,665,0,0,1,0,0,0,0,0,0,1,0,0,0,0
No,'We want out our prisoners.',?,None,TRUMP,R,8,665,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We want all these things, and we don\'t get anything.',?,None,TRUMP,R,8,665,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re giving them $150 billion dollars plus, they are going to be -- I\'ll tell you what, if Iran was a stock, you folks should go out and buy it right now because you\'ll quadruple -- this, what\'s happening in Iran, is a disgrace, and it\'s going to lead to destruction in large portions of the world.',?,None,TRUMP,R,8,665,3,0,2,0,0,4,0,0,0,2,0,0,0,0
No,'Well, Bret, of course they have, and over the last six and a half years we\'ve seen the consequences of the Obama-Clinton foreign policy.',?,None,CRUZ,R,8,671,0,1,1,0,0,0,0,0,0,6,0,0,0,0
No,'Leading from behind is a disaster.',?,None,CRUZ,R,8,671,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We have abandoned and alienated our friends and allies, and our enemies are stronger.',?,None,CRUZ,R,8,671,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Radical Islam is on the rise, Iran\'s on the verge of acquiring a nuclear weapon, China is waging cyber warfare against America, Russia -- General Soleimani, you just mentioned, the Iranian general is the head of the al Quds forces.',?,None,CRUZ,R,8,671,3,1,4,2,1,0,0,0,0,0,0,0,0,0
No,'He\'s directly responsible for the murder of over 500 American servicemen in Iraq, and part of this Iranian deal was lifting the international sanctions on General Soleimani.',?,None,CRUZ,R,8,672,0,1,1,0,2,0,1,0,0,0,0,0,0,0
No,'The day General Soleimani flew back from Moscow to Iran was the day we believed that Russia used cyber warfare against the Joint Chiefs.',?,None,CRUZ,R,8,672,1,1,3,2,0,0,0,0,0,4,0,0,0,0
No,'We need a new commander in chief that will stand up to our enemies, and that will have credibility...',?,None,CRUZ,R,8,672,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It is worth emphasizing that Iran released our hostages in 1981 the day Ronald Reagan was sworn into office.',?,None,CRUZ,R,8,674,0,2,1,0,0,0,0,0,0,3,0,0,0,0
Yes,'Well, what we have to stop and think about is that we have weakened ourselves militarily to such an extent that if affects all of our military policies.',N,blaze,CARSON,R,8,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'Our Navy is at its smallest size since 1917; our Air Force, since 1940.',Y,blaze,CARSON,R,8,678,1,0,0,3,0,0,0,0,0,2,0,0,0,1
Yes,'In recent testimony, the commandant of the Marine Corps said half of the non-deployed units were not ready and you know, the sequester is cutting the heart out of our personnel.',Y,blaze,CARSON,R,8,678,2,0,0,2,0,0,0,0,0,0,0,0,0,1
Yes,'Our generals are retiring because they don\'t want to be part of this, and at the same time, our enemies are increasing.',N,blaze,CARSON,R,8,678,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'Our -- our friends can\'t trust us anymore.',N,politifact.com,CARSON,R,8,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,'You know, Ukraine was a nuclear-armed state.',Y,politifact.com,CARSON,R,8,679,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Yes,'They gave away their nuclear arms with the understanding that we would protect them.',Y,politifact.com,CARSON,R,8,679,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Yes,'We won\'t even give them offensive weapons.',N,politifact.com,CARSON,R,8,679,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, we turned our back on Israel, our ally.',?,None,CARSON,R,8,680,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'You know, and a situation like that, of course Obama\'s not going to be able to do anything.',?,None,CARSON,R,8,680,1,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'I would shore up our military first, because if you don\'t get the military right, nothing else is going to work.',?,None,CARSON,R,8,680,2,0,0,0,0,0,0,1,0,0,0,0,0,0
No,'Well first off, for the cyber attack with Russia the other day, it\'s sad to think right now, but probably the Russian and Chinese government know more about Hillary Clinton\'s e-mail server than do the members of the United States Congress.',?,None,WALKER,R,8,683,0,2,3,1,2,0,0,1,0,5,0,0,0,0
No,'And -- and that has put our national security at risk.',?,None,WALKER,R,8,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'If I am president, he won\'t think about that.',?,None,WALKER,R,8,686,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, Putin believes in the old Lenin adage: you probe with bayonets.',?,None,WALKER,R,8,686,2,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'When you find mush, you push.',?,None,WALKER,R,8,686,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'When you find steel, you stop.',?,None,WALKER,R,8,686,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Under Obama and Clinton, we found a lot of mush over the last two years.',?,None,WALKER,R,8,687,0,2,0,0,0,0,0,0,0,3,0,1,0,0
No,'We need to have a national security that puts steel in front of our enemies.',?,None,WALKER,R,8,687,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I would send weapons to Ukraine.',?,None,WALKER,R,8,687,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'I would work with NATO to put forces on the eastern border of Poland and the Baltic nations, and I would reinstate, put in place back in the missile defense system that we had in Poland and in the Czech Republic.',?,None,WALKER,R,8,687,3,0,4,1,1,0,0,0,0,0,0,0,0,0
No,(APPLAUSE),?,None,WALKER,R,8,687,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We define (ph) steel.',?,None,WALKER,R,8,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The military is not a social experiment.',?,None,HUCKABEE,R,8,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The purpose of the military is kill people and break things.',?,None,HUCKABEE,R,8,691,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It\'s not to transform the culture by trying out some ideas that some people think would make us a different country and more diverse.',?,None,HUCKABEE,R,8,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The purpose is to protect America.',?,None,HUCKABEE,R,8,693,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m not sure how paying for transgender surgery for soldiers, sailors, airmen, marines makes our country safer.',?,None,HUCKABEE,R,8,693,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'ve reduced the military by 25 percent...',?,None,HUCKABEE,R,8,694,0,0,0,0,0,0,0,0,2,0,0,0,0,0
No,'... under President Obama.',?,None,HUCKABEE,R,8,696,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'The disaster is that we\'ve forgotten why we have a military.',?,None,HUCKABEE,R,8,696,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The purpose of it is to make sure that we protect every American, wherever that American is, and if an American is calling out for help, whether it\'s in Benghazi or at the border, then we ought to be able to answer it.',?,None,HUCKABEE,R,8,696,2,0,1,0,3,0,0,0,0,0,0,0,0,0
No,'We\'ve not done that because we\'ve decimated our military.',?,None,HUCKABEE,R,8,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re flying B-52s.',?,None,HUCKABEE,R,8,697,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The most recent one that was put in service was November of 1962.',?,None,HUCKABEE,R,8,697,2,0,0,0,0,0,1,0,0,3,0,0,0,0
No,'A lot of the B-52s we\'re flying, we\'ve only got 44 that are in service combat ready, and the fact is, most of them are older than me.',?,None,HUCKABEE,R,8,697,3,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'And that\'s pretty scary.',?,None,HUCKABEE,R,8,697,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, let\'s be clear, I\'m the only one on the stage who actually has a five-year budget that balances.',?,None,PAUL,R,8,701,0,0,0,0,0,0,1,0,0,0,0,1,0,0
No,'I\'ve put pencil to paper...',?,None,PAUL,R,8,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'... and I\'ve said -- and I\'ve said I would cut spending, and I\'ve said exactly where.',?,None,PAUL,R,8,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Each one of my budgets has taken a meat axe to foreign aid, because I think we ought to quit sending it to countries that hate us.',?,None,PAUL,R,8,703,1,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'I think we ought to quit sending it to countries that burn our flag.',?,None,PAUL,R,8,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Israel is not one of those.',?,None,PAUL,R,8,705,1,0,1,0,0,0,1,0,0,0,0,0,0,0
No,'But even Benjamin Netanyahu said that ultimately, they will be stronger when they\'re independent.',?,None,PAUL,R,8,705,2,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'My position is exactly the same.',?,None,PAUL,R,8,705,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We shouldn\'t borrow money from China to send it anywhere, but why don\'t we start with eliminating aid to our enemies.',?,None,PAUL,R,8,706,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'I still say exactly what my original opinion is.',?,None,PAUL,R,8,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Do you borrow money from China to send it to anyone?',?,None,PAUL,R,8,708,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'Out of your surplus, you can help your allies, and Israel is a great ally.',?,None,PAUL,R,8,708,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'And this is no particular animus of Israel, but what I will say, and I will say over and over again, we cannot give away money we don\'t have.',?,None,PAUL,R,8,708,3,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'We do not project power from bankruptcy court.',?,None,PAUL,R,8,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re borrowing a million dollars a minute.',?,None,PAUL,R,8,709,1,0,0,0,0,2,0,0,0,0,0,2,0,0
No,'It\'s got to stop somewhere.',?,None,PAUL,R,8,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, listen.',?,None,CHRISTIE,R,8,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, if we want to deal with these issues, we have to deal with them in a way that makes sense.',?,None,CHRISTIE,R,8,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I agree with what Dr. Carson said earlier.',?,None,CHRISTIE,R,8,715,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'The first thing we need to do to make America stronger is to strengthen our military, and I put out a really specific plan: no less than 500,000 active duty soldiers in the Army.',?,None,CHRISTIE,R,8,715,1,0,1,1,0,0,1,1,0,0,0,0,0,0
No,'No less than 185,000 active duty marines in the Marine Corps.',?,None,CHRISTIE,R,8,715,2,0,0,2,0,0,1,0,0,0,0,0,0,0
No,'Bring us to a 350 ship Navy again, and modernize the Ohio class of submarines, and bring our Air Force back to 2,600 aircraft that are ready to go.',?,None,CHRISTIE,R,8,715,3,0,1,3,0,0,2,0,0,0,0,0,0,0
No,'Those are the kind of things that are going to send a clear message around the world.',?,None,CHRISTIE,R,8,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Those are the things that we need to start working on immediately to make our country stronger and make it better.',?,None,CHRISTIE,R,8,716,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Those are the things that we need to be able to be doing.',?,None,CHRISTIE,R,8,716,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And as we move towards dealing with foreign aid, I don\'t disagree with Senator Paul\'s position that we shouldn\'t be funding our enemies.',?,None,CHRISTIE,R,8,716,3,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'But I absolutely believe that Israel is a priority to be able to fund and keep them strong and safe after eight years of this administration.',?,None,CHRISTIE,R,8,716,4,0,1,0,0,0,0,0,0,0,0,2,0,0
No,'Brett, can I -- Brett, can I jump in on this one?',?,None,CRUZ,R,8,719,0,2,0,0,0,0,1,0,0,0,0,0,0,0
No,'Well, I am blessed to receive a word from God every day in receiving the scriptures and reading the scriptures.',?,None,CRUZ,R,8,727,0,0,0,0,0,0,0,0,0,0,0,0,2,0
No,'And God speaks through the Bible.',?,None,CRUZ,R,8,727,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m the son of a pastor and evangelist and I\'ve described many times how my father, when I was a child, was an alcoholic.',?,None,CRUZ,R,8,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'He was not a Christian.',?,None,CRUZ,R,8,729,1,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'And my father left my mother and left me when I was just three years old.',?,None,CRUZ,R,8,729,2,0,0,0,0,0,0,0,0,0,0,3,0,0
No,'And someone invited him to Clay Road Baptist Church.',?,None,CRUZ,R,8,730,0,0,0,4,0,0,0,0,0,0,0,0,0,0
No,'And he gave his heart to Jesus and it turned him around.',?,None,CRUZ,R,8,730,1,1,0,0,0,0,0,0,0,0,0,0,0,0
